,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,preprocessed_content
10,"0876401e-72a4-432f-bc79-fd6550755405,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa fitur chat ilang? ini komunikasi nya gimana?,1,1,5.33.1,2025-09-27 08:09:18,""Hai Kak Lucky, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik """"Kendala tampilan dan notifikasi"""" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko"",2025-09-27 10:30:03,5.33.1",,,,,,,,,,,
11,9fa22c4a-cba3-445a-b38a-e988af555cd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cs gercep,5.0,0.0,,2025-09-27 07:47:34,,,,cs gercep
12,08d7eb95-e297-45db-9719-9d1c32b0ab2c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,boss,5.0,0.0,5.33.1,2025-09-27 07:44:54,,,5.33.1,boss
13,"c729ac3f-d54f-4e31-996b-1b16a27ed471,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""Chat CS belum chat udah ditutup aja chatnya tolol, , , udah langganan plus eh percuma kalau voucher potongan yg lain gk dapat, , , gk sampai 1 bulan langganan plus gk guna, potongan ongkir bener ilang pakai plus tapi potongan buat pesen makanan pada ilang gk ada voucher promo potongan lagi, , , ya sama aja bohong kalau plus buat ngilangin ongkir tapi gk dapet promo lainnya, mending gk langganan dapet promo banyak potongan , ,"",1,1,5.32.1,2025-09-27 07:34:05,""Hai Kak Achmad, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-270-1025-52370 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko"",2025-09-27 10:26:28,5.32.1",,,,,,,,,,,
14,91821822-1c58-4912-a7da-eb94b9f57257,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lebih praktis,5.0,0.0,5.33.1,2025-09-27 07:25:10,,,5.33.1,praktis
15,cdbec11f-98ef-4210-94a5-64dea185c98a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5.0,0.0,5.31.2,2025-09-27 07:12:36,,,5.31.2,good
16,acceee94-4771-49f3-bdfe-1ce40a45e385,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5.0,0.0,5.32.1,2025-09-27 07:07:30,,,5.32.1,nice
17,4c7cc4e2-b89c-4c46-97de-035adfe39384,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5.0,0.0,5.33.1,2025-09-27 07:00:05,,,5.33.1,mantap
18,"c89e9e5b-4b55-43dc-840e-bd6533cc8897,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""hapus aja limit paylater saya percuma ada juga,ga bisa di gunakan"",2,1,5.33.1,2025-09-27 06:57:29,""Hai Kak, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-270-1022-58644 di subjek email, ya. ^Miko"",2025-09-27 10:23:12,5.33.1",,,,,,,,,,,
19,"77fdc254-e42e-4418-a2fc-6f3f3fdd158f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,L app! ditanya mau mamam apaaaa? makan resto????? udh ketik menu knp gak MUNCUL MENUNYA AJAAA! NOT HELPING AT ALL! GRAB NOH! LANGSUNG ADA SUGGESTIONS TO MENU!,1,1,5.33.1,2025-09-27 06:50:12,""Hai Kak @Kads, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik """"Kendala tampilan dan notifikasi"""" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko"",2025-09-27 10:21:05,5.33.1",,,,,,,,,,,
20,9b1e3427-5ddd-4b7f-a7fd-8bb2c2ef6b9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap..lokasi tidak lari lagi...,5.0,0.0,5.33.1,2025-09-27 06:47:59,,,5.33.1,mantap lokasi lari
21,a16585e9-0987-456f-b01f-72d97ab391dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cukup membantu hingga saat ini.,4.0,0.0,5.30.1,2025-09-27 06:45:51,,,5.30.1,bantu
22,"af75ca02-a36e-4fad-b778-3da71925395a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sekalinya erorr menyebalkan dan memuakkan,5,1,5.33.1,2025-09-27 06:44:25,""Hai Kak Yuci, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik """"Kendala tampilan dan notifikasi"""" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko"",2025-02-26 23:28:07,5.33.1",,,,,,,,,,,
23,a76a4a82-a9d9-4959-bec9-77a424a28650,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi mudah digunakan,5.0,0.0,5.18.2,2025-09-27 06:28:47,,,5.18.2,aplikasi mudah
24,"5f182326-da50-49ce-9d78-199f9406ff8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa batalkan pesanan yg gak sengaja salah pesan,1,1,5.30.1,2025-09-27 06:17:50,""Hai Kak Nur, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik """"Saya perlu membatalkan pesanan"""" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko"",2025-09-27 10:19:15,5.30.1",,,,,,,,,,,
25,"ab41692c-a29e-46b2-9a73-23537732c495,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saran  atau berlakukan.kalau customer nya wanita kasih driver wanita . Kalau customer nya pria kasih driver pria. Biar kalau di cancel driver nya tidak teriak marah marah .rugi waktu dll . Bikin malu di tempat umum .. kalau di ladenin.,1,1,5.33.1,2025-09-27 05:58:25,""Hai Kak Ratu, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik """"Driver kurang sopan"""" pada kolom pencarian ya. ^Miko"",2025-09-27 10:16:43,5.33.1",,,,,,,,,,,
26,402301b5-978a-4758-8382-06c2d39a4803,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5.0,0.0,5.33.1,2025-09-27 05:39:59,,,5.33.1,oke
27,b7d192de-0a97-441e-98d6-f80da8e384dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5.0,0.0,,2025-09-27 05:21:25,,,,mantap
28,"82953c99-92ed-4c62-9663-529724b8afa2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""fix gw ga bkl pinjem gopinjaman lg dan ga bkl memakai aplikasi gojek ! , telat beberapa hari dilunasin udh ga bisa pinjem lg dong ! males ! pdhl baru pertama kali ajuin gopinjam !"",1,2,5.32.1,2025-09-27 05:17:08,""Hai Kak Riyandha, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-25-270-1014-05502 di subjek email, ya. ^Miko"",2025-09-27 10:14:19,5.32.1",,,,,,,,,,,
29,"70e87525-0d08-46bc-b071-474baa8fdee0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya dah lunasin pinjaman saya kenapa pengajuan saya ditolak min..,1,1,5.33.1,2025-09-27 05:15:45,""Hai Kak Rosita, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-25-270-1012-23719 di subjek email, ya. ^Miko"",2025-09-27 10:12:39,5.33.1",,,,,,,,,,,
30,a6a1c6e9-95a8-41d1-b92a-575ff4ce60bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5.0,0.0,5.23.1,2025-09-27 05:03:51,,,5.23.1,oke
31,d6c984d2-adc3-4aac-99c1-2b782d34c0ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,promosi mulu lebih2 makan obat. spam muluðŸ˜¡,3.0,1.0,5.32.1,2025-09-27 04:59:01,,,5.32.1,promosi lebih2 makan obat spam mulu
32,a47ec5da-cfea-4923-a1b0-194776f62b86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu semoga Gojek selalu jaya terus dan bisa bermanfaat untuk orang banyak,5.0,0.0,,2025-09-27 04:57:09,,,,bantu moga gojek jaya manfaat orang
33,f3e83470-0463-4fdc-9db5-5c029c7c66c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gojek sangat membantu,4.0,0.0,5.33.1,2025-09-27 04:53:49,,,5.33.1,gojek bantu
34,e1ffdbe7-7f74-4357-a4ac-2c7963d062d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5.0,0.0,,2025-09-27 04:45:49,,,,oke
35,"d2c6ac27-5f3c-48a5-86f7-bb3b70c614ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""bagus banget, pokonya aku kalo mesen makanan suka pakai gojek terus, apalagi kalo abis pulang sekolah, pasti nggak jauh dari aplikasi gojek deh"",5,0,5.32.1,2025-09-27 04:38:18,,,5.32.1",,,,,,,,,,,
36,91092d90-ac99-4abe-a42c-85810f373026,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap promo nya,5.0,0.0,5.32.1,2025-09-27 04:37:54,,,5.32.1,mantap promo nya
37,"c31ada63-2c48-4b75-bf26-500e1738f724,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apaan saldo saya tiba2 di potong gara2 di sambungin ke tiktok,1,1,5.32.1,2025-09-27 04:31:08,""Hai Kak Rafli, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Miko"",2025-09-27 10:09:11,5.32.1",,,,,,,,,,,
38,5c58fccc-3c40-4cca-873a-8f4322e50a19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5.0,0.0,,2025-09-27 04:19:42,,,,mantap
39,33f13638-5dc9-4d04-a51f-f0775656cdee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aneh fitur gosend instan dari tokopedia ko driver bisa membawa lebih dari 1 paket jadi tidak ada prioritas pengiriman,1.0,1.0,5.32.1,2025-09-27 04:17:31,,,5.32.1,aneh fitur gosend instan tokopedia ko driver bawa 1 paket prioritas kirim
40,8d9ec49b-c8b7-49a9-bf42-0f555b820421,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hilangkan slottt,1.0,1.0,,2025-09-27 04:10:08,,,,hilang slottt
41,"ef00733d-aa59-43a6-a953-cbba125c7c32,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong klk sudah ngasih orderan ambil jauh jangan tiba tiba tercancel sistem dengan alasan tidak mendekat ke resto sedangkan saya sudah dijalan menuju resto bahkan sudah dekat di resto itu bukan 1/2x aja begini tapi sering tolong diperbaiki lagi sistem nya ðŸ™,1,1,5.32.1,2025-09-27 04:05:34,""Hai Kak Dandi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko"",2025-09-27 10:07:09,5.32.1",,,,,,,,,,,
42,17399307-4c50-459f-a1d5-da725d9b038a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apknya bagus tp tolong donk dj banyakin promonya,4.0,0.0,,2025-09-27 03:57:56,,,,apknya bagus tolong donk dj banyak promonya
43,a95accd1-2e3b-43c8-bd45-f29bb31c67e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5.0,0.0,5.20.1,2025-09-27 03:47:19,,,5.20.1,oke
44,86632cf1-20a5-4624-9cb9-58cee19d9e3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,top markotop,5.0,0.0,5.32.1,2025-09-27 03:42:36,,,5.32.1,top markotop
45,"5a6454a2-7b53-4b54-9850-14f525624b1f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk gojek skrng kalau salah order ga bisa cancel diawal dahal makanan belum disiapin kaya kasih waktu 30 detik jirrr buat orang revisi orderan kalau ga sengaja kepencet,1,1,4.6.2,2025-09-27 03:34:29,""Hai Kak Akira, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik """"Saya perlu membatalkan pesanan"""" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko"",2025-09-27 04:19:10,4.6.2",,,,,,,,,,,
46,f540bd17-ec69-4d29-beb7-c6f59e41107f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang sangat membantu,5.0,0.0,,2025-09-27 03:32:44,,,,aplikasi bantu
47,"ba9b8d86-be28-4ff8-b40f-c0e2a6035865,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""sangat baik dan terpercaya aman,tepat"",5,0,,2025-09-27 03:28:22,,,",,,,,,,,,,,
48,"58316e3a-a0eb-458f-8505-63195acef9d8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""bagus, interaktif,"",5,0,5.33.1,2025-09-27 03:21:55,,,5.33.1",,,,,,,,,,,
49,7a6c6e24-7686-4eca-996b-fbd70f06efd9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,memudahkan tranportasi,5.0,0.0,5.23.1,2025-09-27 03:17:37,,,5.23.1,mudah tranportasi
50,095e60ae-9f67-4f08-bcd4-097e01319197,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5.0,0.0,,2025-09-27 03:15:06,,,,bagus
51,"b54bad11-19a4-4741-a4fc-c0ce7609a959,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""aneh pembyan bagus gopltr di block di turunin limit, gopjm ga bs dipake, customer yang loyal tidak di maintance dgn baik"",4,0,5.33.1,2025-09-27 03:10:07,,,5.33.1",,,,,,,,,,,
52,"27ce81d4-ad3f-4eb8-8c41-df5127bfa260,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""nyaman, mantap"",5,0,5.32.1,2025-09-27 03:07:22,,,5.32.1",,,,,,,,,,,
53,35c605f5-a74b-48fe-a411-fa9e049a656a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini berguna,5.0,1.0,5.32.1,2025-09-27 03:05:31,,,5.32.1,aplikasi guna
54,caefa2e3-2e3a-4681-a4b7-136bb116606a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus Pelayanan nya ok Maaf Thank's BGT,5.0,0.0,5.28.2,2025-09-27 03:03:24,,,5.28.2,bagus layan nya oke maaf thank s
55,43a3f97f-b1e6-4e0e-b0e5-f4fc3cf93b68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5.0,0.0,,2025-09-27 03:02:45,,,,bantu
56,5babb834-2020-4aea-aac1-eba022e15215,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5.0,0.0,,2025-09-27 02:55:40,,,,bagus
