reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
acceee94-4771-49f3-bdfe-1ce40a45e385,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,5.32.1,2025-09-27 07:07:30,,,5.32.1
4c7cc4e2-b89c-4c46-97de-035adfe39384,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,5.33.1,2025-09-27 07:00:05,,,5.33.1
c89e9e5b-4b55-43dc-840e-bd6533cc8897,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""hapus aja limit paylater saya percuma ada juga,ga bisa di gunakan"",2,1,5.33.1,2025-09-27 06:57:29,""Hai Kak, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-270-1022-58644 di subjek email, ya. ^Miko"",2025-09-27 10:23:12,5.33.1"
77fdc254-e42e-4418-a2fc-6f3f3fdd158f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,L app! ditanya mau mamam apaaaa? makan resto????? udh ketik menu knp gak MUNCUL MENUNYA AJAAA! NOT HELPING AT ALL! GRAB NOH! LANGSUNG ADA SUGGESTIONS TO MENU!,1,1,5.33.1,2025-09-27 06:50:12,""Hai Kak @Kads, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik """"Kendala tampilan dan notifikasi"""" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko"",2025-09-27 10:21:05,5.33.1"
9b1e3427-5ddd-4b7f-a7fd-8bb2c2ef6b9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap..lokasi tidak lari lagi...,5,0,5.33.1,2025-09-27 06:47:59,,,5.33.1
a16585e9-0987-456f-b01f-72d97ab391dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cukup membantu hingga saat ini.,4,0,5.30.1,2025-09-27 06:45:51,,,5.30.1
af75ca02-a36e-4fad-b778-3da71925395a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sekalinya erorr menyebalkan dan memuakkan,5,1,5.33.1,2025-09-27 06:44:25,""Hai Kak Yuci, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik """"Kendala tampilan dan notifikasi"""" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko"",2025-02-26 23:28:07,5.33.1"
a76a4a82-a9d9-4959-bec9-77a424a28650,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi mudah digunakan,5,0,5.18.2,2025-09-27 06:28:47,,,5.18.2
5f182326-da50-49ce-9d78-199f9406ff8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa batalkan pesanan yg gak sengaja salah pesan,1,1,5.30.1,2025-09-27 06:17:50,""Hai Kak Nur, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik """"Saya perlu membatalkan pesanan"""" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko"",2025-09-27 10:19:15,5.30.1"
ab41692c-a29e-46b2-9a73-23537732c495,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saran  atau berlakukan.kalau customer nya wanita kasih driver wanita . Kalau customer nya pria kasih driver pria. Biar kalau di cancel driver nya tidak teriak marah marah .rugi waktu dll . Bikin malu di tempat umum .. kalau di ladenin.,1,1,5.33.1,2025-09-27 05:58:25,""Hai Kak Ratu, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik """"Driver kurang sopan"""" pada kolom pencarian ya. ^Miko"",2025-09-27 10:16:43,5.33.1"
402301b5-978a-4758-8382-06c2d39a4803,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5,0,5.33.1,2025-09-27 05:39:59,,,5.33.1
b7d192de-0a97-441e-98d6-f80da8e384dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-09-27 05:21:25,,,
82953c99-92ed-4c62-9663-529724b8afa2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""fix gw ga bkl pinjem gopinjaman lg dan ga bkl memakai aplikasi gojek ! , telat beberapa hari dilunasin udh ga bisa pinjem lg dong ! males ! pdhl baru pertama kali ajuin gopinjam !"",1,2,5.32.1,2025-09-27 05:17:08,""Hai Kak Riyandha, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-25-270-1014-05502 di subjek email, ya. ^Miko"",2025-09-27 10:14:19,5.32.1"
70e87525-0d08-46bc-b071-474baa8fdee0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya dah lunasin pinjaman saya kenapa pengajuan saya ditolak min..,1,1,5.33.1,2025-09-27 05:15:45,""Hai Kak Rosita, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-25-270-1012-23719 di subjek email, ya. ^Miko"",2025-09-27 10:12:39,5.33.1"
a6a1c6e9-95a8-41d1-b92a-575ff4ce60bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5,0,5.23.1,2025-09-27 05:03:51,,,5.23.1
d6c984d2-adc3-4aac-99c1-2b782d34c0ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,promosi mulu lebih2 makan obat. spam muluðŸ˜¡,3,1,5.32.1,2025-09-27 04:59:01,,,5.32.1
a47ec5da-cfea-4923-a1b0-194776f62b86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu semoga Gojek selalu jaya terus dan bisa bermanfaat untuk orang banyak,5,0,,2025-09-27 04:57:09,,,
f3e83470-0463-4fdc-9db5-5c029c7c66c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gojek sangat membantu,4,0,5.33.1,2025-09-27 04:53:49,,,5.33.1
e1ffdbe7-7f74-4357-a4ac-2c7963d062d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-09-27 04:45:49,,,
d2c6ac27-5f3c-48a5-86f7-bb3b70c614ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""bagus banget, pokonya aku kalo mesen makanan suka pakai gojek terus, apalagi kalo abis pulang sekolah, pasti nggak jauh dari aplikasi gojek deh"",5,0,5.32.1,2025-09-27 04:38:18,,,5.32.1"
91092d90-ac99-4abe-a42c-85810f373026,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap promo nya,5,0,5.32.1,2025-09-27 04:37:54,,,5.32.1
c31ada63-2c48-4b75-bf26-500e1738f724,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apaan saldo saya tiba2 di potong gara2 di sambungin ke tiktok,1,1,5.32.1,2025-09-27 04:31:08,""Hai Kak Rafli, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Miko"",2025-09-27 10:09:11,5.32.1"
5c58fccc-3c40-4cca-873a-8f4322e50a19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2025-09-27 04:19:42,,,
33f13638-5dc9-4d04-a51f-f0775656cdee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aneh fitur gosend instan dari tokopedia ko driver bisa membawa lebih dari 1 paket jadi tidak ada prioritas pengiriman,1,1,5.32.1,2025-09-27 04:17:31,,,5.32.1
8d9ec49b-c8b7-49a9-bf42-0f555b820421,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hilangkan slottt,1,1,,2025-09-27 04:10:08,,,
ef00733d-aa59-43a6-a953-cbba125c7c32,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong klk sudah ngasih orderan ambil jauh jangan tiba tiba tercancel sistem dengan alasan tidak mendekat ke resto sedangkan saya sudah dijalan menuju resto bahkan sudah dekat di resto itu bukan 1/2x aja begini tapi sering tolong diperbaiki lagi sistem nya ðŸ™,1,1,5.32.1,2025-09-27 04:05:34,""Hai Kak Dandi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko"",2025-09-27 10:07:09,5.32.1"
17399307-4c50-459f-a1d5-da725d9b038a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apknya bagus tp tolong donk dj banyakin promonya,4,0,,2025-09-27 03:57:56,,,
a95accd1-2e3b-43c8-bd45-f29bb31c67e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.20.1,2025-09-27 03:47:19,,,5.20.1
86632cf1-20a5-4624-9cb9-58cee19d9e3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,top markotop,5,0,5.32.1,2025-09-27 03:42:36,,,5.32.1
5a6454a2-7b53-4b54-9850-14f525624b1f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk gojek skrng kalau salah order ga bisa cancel diawal dahal makanan belum disiapin kaya kasih waktu 30 detik jirrr buat orang revisi orderan kalau ga sengaja kepencet,1,1,4.6.2,2025-09-27 03:34:29,""Hai Kak Akira, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik """"Saya perlu membatalkan pesanan"""" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko"",2025-09-27 04:19:10,4.6.2"
f540bd17-ec69-4d29-beb7-c6f59e41107f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang sangat membantu,5,0,,2025-09-27 03:32:44,,,
ba9b8d86-be28-4ff8-b40f-c0e2a6035865,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""sangat baik dan terpercaya aman,tepat"",5,0,,2025-09-27 03:28:22,,,"
58316e3a-a0eb-458f-8505-63195acef9d8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""bagus, interaktif,"",5,0,5.33.1,2025-09-27 03:21:55,,,5.33.1"
7a6c6e24-7686-4eca-996b-fbd70f06efd9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,memudahkan tranportasi,5,0,5.23.1,2025-09-27 03:17:37,,,5.23.1
095e60ae-9f67-4f08-bcd4-097e01319197,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-09-27 03:15:06,,,
b54bad11-19a4-4741-a4fc-c0ce7609a959,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""aneh pembyan bagus gopltr di block di turunin limit, gopjm ga bs dipake, customer yang loyal tidak di maintance dgn baik"",4,0,5.33.1,2025-09-27 03:10:07,,,5.33.1"
27ce81d4-ad3f-4eb8-8c41-df5127bfa260,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""nyaman, mantap"",5,0,5.32.1,2025-09-27 03:07:22,,,5.32.1"
35c605f5-a74b-48fe-a411-fa9e049a656a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini berguna,5,1,5.32.1,2025-09-27 03:05:31,,,5.32.1
caefa2e3-2e3a-4681-a4b7-136bb116606a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus Pelayanan nya ok Maaf Thank's BGT,5,0,5.28.2,2025-09-27 03:03:24,,,5.28.2
43a3f97f-b1e6-4e0e-b0e5-f4fc3cf93b68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,,2025-09-27 03:02:45,,,
5babb834-2020-4aea-aac1-eba022e15215,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5,0,,2025-09-27 02:55:40,,,
d1bd3dea-f0d1-49bf-906a-2bc6d0277e25,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sudah 2 tahun Gopay later gak bisa digunakan lagi tanpa ada alasan yang jelas padahal pembayaran selalu lancar jadi gak minat lagi menggunakan aplikasi ini,1,1,5.33.1,2025-09-27 02:19:46,""Hai Kak Faizal, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-264-0840-52878 di subjek email, ya. ^Melisa"",2025-09-21 08:41:00,5.33.1"
717466c4-8f6e-4ac6-95d9-0778778d1b80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cukup membantu untuk anak rantau wkwkwk,4,0,5.32.1,2025-09-27 02:07:27,,,5.32.1
f0187c7f-710b-4dd5-83b5-8f2b9eee7bba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa?..Sya Belum Bisa Daftar Jdi Mitra Driver Gojek YaðŸ™ðŸ¼ðŸ™‚,4,0,5.33.1,2025-09-27 01:44:35,,,5.33.1
